## SteelFactory
spawn=(170.67, -65.34, 85.33)
rotation=(0.00000, 0.79270, 0.00000, 0.60961)
cameraForward=(0.97, 0.00, -0.26)
renderers=218
Nearby renderers:
- 1/rdmobj159 distance=0.00 center=(142.74, -53.63, 80.00) size=(80.00, 26.00, 48.00) materials=SteelStructure [asset=Assets/RecoveredMaps/SteelFactory/Material/Recovery/SteelStructure.mat; shader=Standard; texture=SteelStructurePattern@Assets/RecoveredMaps/SteelFactory/Material/Recovery/SteelStructurePattern.asset; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- count=1 QQ图片20190713161605 (2) [asset=Assets/RecoveredMaps/IceFireMaze/Material/QQ图片20190713161605 (2)_0.mat; shader=Mobile/Unlit (Supports Lightmap); texture=QQ图片20190713161605 (2)_0@Assets/RecoveredMaps/IceFireMaze/Texture2D/QQ图片20190713161605 (2)_0.png; color=n/a]
- count=1 6361f95be69b997c [asset=Assets/RecoveredMaps/IceFireMaze/Material/6361f95be69b997c.mat; shader=Mobile/Unlit (Supports Lightmap); texture=6361f95be69b997c@Assets/RecoveredMaps/IceFireMaze/Texture2D/6361f95be69b997c.png; color=n/a]
- count=1 01f62e554406350000019ae9d1dfcf.jpg@2o [asset=Assets/RecoveredMaps/IceFireMaze/Material/01f62e554406350000019ae9d1dfcf.jpg@2o.mat; shader=Mobile/Unlit (Supports Lightmap); texture=01f62e554406350000019ae9d1dfcf.jpg@2o@Assets/RecoveredMaps/IceFireMaze/Texture2D/01f62e554406350000019ae9d1dfcf.jpg@2o.png; color=n/a]
- count=1 01dcf1554406360000019ae9b6f18b.jpg@2o [asset=Assets/RecoveredMaps/IceFireMaze/Material/01dcf1554406360000019ae9b6f18b.jpg@2o.mat; shader=Mobile/Unlit (Supports Lightmap); texture=01dcf1554406360000019ae9b6f18b.jpg@2o@Assets/RecoveredMaps/IceFireMaze/Texture2D/01dcf1554406360000019ae9b6f18b.jpg@2o.png; color=n/a]
- count=1 64cb81d54b8628eb [asset=Assets/RecoveredMaps/IceFireMaze/Material/64cb81d54b8628eb.mat; shader=Mobile/Unlit (Supports Lightmap); texture=64cb81d54b8628eb@Assets/RecoveredMaps/IceFireMaze/Texture2D/64cb81d54b8628eb.png; color=n/a]
- count=1 hk_mp5n [asset=Assets/RecoveredMaps/IceFireMaze/Material/hk_mp5n.mat; shader=Mobile/Unlit (Supports Lightmap); texture=hk_mp5n@Assets/RecoveredMaps/IceFireMaze/Texture2D/hk_mp5n.png; color=n/a]
- count=1 01 - Default [asset=Assets/RecoveredMaps/IceFireMaze/Material/01 - Default.mat; shader=Standard; texture=<none>; color=RGBA(0.588, 0.588, 0.588, 1.000)]
- count=1 AM84_001 hamvi car [asset=Assets/RecoveredMaps/IceFireMaze/Material/AM84_001 hamvi car.mat; shader=Standard; texture=<none>; color=RGBA(0.588, 0.588, 0.588, 1.000)]
- count=1 12 - Default [asset=Assets/RecoveredMaps/IceFireMaze/Material/12 - Default.mat; shader=Standard; texture=<none>; color=RGBA(0.734, 0.000, 0.000, 1.000)]
- count=1 Texture [asset=Assets/RecoveredMaps/IceFireMaze/Material/Texture.mat; shader=Mobile/Unlit (Supports Lightmap); texture=Texture@Assets/RecoveredMaps/IceFireMaze/Texture2D/Texture.png; color=n/a]
- count=1 2d9feb3818dedc95 [asset=Assets/RecoveredMaps/IceFireMaze/Material/2d9feb3818dedc95_0.mat; shader=Mobile/Unlit (Supports Lightmap); texture=2d9feb3818dedc95_0@Assets/RecoveredMaps/IceFireMaze/Texture2D/2d9feb3818dedc95_0.png; color=n/a]
- count=1 Flap Left Top [asset=Assets/RecoveredMaps/IceFireMaze/Material/Flap Left Top.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Flap Left Bottom [asset=Assets/RecoveredMaps/IceFireMaze/Material/Flap Left Bottom.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Fuselage Right [asset=Assets/RecoveredMaps/IceFireMaze/Material/Fuselage Right.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Flap Right Top [asset=Assets/RecoveredMaps/IceFireMaze/Material/Flap Right Top.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Flap Right Bottom [asset=Assets/RecoveredMaps/IceFireMaze/Material/Flap Right Bottom.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Gear01 Door A [asset=Assets/RecoveredMaps/IceFireMaze/Material/Gear01 Door A.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Gear01 Door B [asset=Assets/RecoveredMaps/IceFireMaze/Material/Gear01 Door B.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Gear02 Door A [asset=Assets/RecoveredMaps/IceFireMaze/Material/Gear02 Door A.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Gear02 Door B [asset=Assets/RecoveredMaps/IceFireMaze/Material/Gear02 Door B.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Gear02 Door C [asset=Assets/RecoveredMaps/IceFireMaze/Material/Gear02 Door C.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Gear03 Door A [asset=Assets/RecoveredMaps/IceFireMaze/Material/Gear03 Door A.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Gear03 Door C [asset=Assets/RecoveredMaps/IceFireMaze/Material/Gear03 Door C.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Gunmetal [asset=Assets/RecoveredMaps/IceFireMaze/Material/Gunmetal.mat; shader=Standard; texture=<none>; color=RGBA(0.408, 0.408, 0.435, 1.000)]
- count=1 Mirrors [asset=Assets/RecoveredMaps/IceFireMaze/Material/Mirrors.mat; shader=Standard; texture=<none>; color=RGBA(0.212, 0.212, 0.212, 1.000)]
- count=1 Rudder Right [asset=Assets/RecoveredMaps/IceFireMaze/Material/Rudder Right.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Rudder Left [asset=Assets/RecoveredMaps/IceFireMaze/Material/Rudder Left.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Slat Left Bottom [asset=Assets/RecoveredMaps/IceFireMaze/Material/Slat Left Bottom.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Slat Left Top [asset=Assets/RecoveredMaps/IceFireMaze/Material/Slat Left Top.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Slat Right Bottom [asset=Assets/RecoveredMaps/IceFireMaze/Material/Slat Right Bottom.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Slat Right Top [asset=Assets/RecoveredMaps/IceFireMaze/Material/Slat Right Top.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Speedbrake 01 [asset=Assets/RecoveredMaps/IceFireMaze/Material/Speedbrake 01.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Speedbrake 02 [asset=Assets/RecoveredMaps/IceFireMaze/Material/Speedbrake 02.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Tailhook [asset=Assets/RecoveredMaps/IceFireMaze/Material/Tailhook.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Dark Blue Ext [asset=Assets/RecoveredMaps/IceFireMaze/Material/Dark Blue Ext.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Light Ghost [asset=Assets/RecoveredMaps/IceFireMaze/Material/Light Ghost.mat; shader=Standard; texture=<none>; color=RGBA(0.500, 0.500, 0.500, 1.000)]
- count=1 Flat Black [asset=Assets/RecoveredMaps/IceFireMaze/Material/Flat Black.mat; shader=Standard; texture=<none>; color=RGBA(0.196, 0.196, 0.196, 1.000)]
- count=1 18f7dcc8e44f90ca4c5104c415d806db572575a3685dd-M3MrMB(RGB)(noise_scale)(Level1)(x2.000000) [asset=Assets/RecoveredMaps/IceFireMaze/Material/18f7dcc8e44f90ca4c5104c415d806db572575a3685dd-M3MrMB(RGB)(noise_scale)(Level1)(x2.000000).mat; shader=Mobile/Unlit (Supports Lightmap); texture=18f7dcc8e44f90ca4c5104c415d806db572575a3685dd-M3MrMB(RGB)(noise_scale)(Level1)(x2.000000)@Assets/RecoveredMaps/IceFireMaze/Texture2D/18f7dcc8e44f90ca4c5104c415d806db572575a3685dd-M3MrMB(RGB)(noise_scale)(Level1)(x2.000000).png; color=n/a]
- count=1 IMG_9819 [asset=Assets/RecoveredMaps/IceFireMaze/Material/IMG_9819.mat; shader=Mobile/Unlit (Supports Lightmap); texture=IMG_9819@Assets/RecoveredMaps/IceFireMaze/Texture2D/IMG_9819.png; color=n/a]
- count=1 Cache_5aeeb7ba023ed75f. [asset=Assets/RecoveredMaps/IceFireMaze/Material/Cache_5aeeb7ba023ed75f..mat; shader=Mobile/Unlit (Supports Lightmap); texture=Cache_5aeeb7ba023ed75f.@Assets/RecoveredMaps/IceFireMaze/Texture2D/Cache_5aeeb7ba023ed75f..png; color=n/a]
- count=1 015ade554406360000019ae9920d98.jpg@2o [asset=Assets/RecoveredMaps/IceFireMaze/Material/015ade554406360000019ae9920d98.jpg@2o.mat; shader=Mobile/Unlit (Supports Lightmap); texture=015ade554406360000019ae9920d98.jpg@2o@Assets/RecoveredMaps/IceFireMaze/Texture2D/015ade554406360000019ae9920d98.jpg@2o.png; color=n/a]

## RadiationDistrict
spawn=(-157.06, 12.04, -34.78)
rotation=(0.00000, 0.82672, 0.00000, 0.56261)
cameraForward=(0.93, 0.00, -0.37)
renderers=24
Nearby renderers:
- fushejiequ_pve/____004 distance=0.00 center=(-158.56, 16.77, -28.01) size=(16.80, 11.73, 18.27) materials=other_05_l [asset=Assets/RecoveredMaps/RadiationDistrict/Material/other_05_l.mat; shader=Standard; texture=other_05_l@Assets/RecoveredMaps/RadiationDistrict/Texture2D/other_05_l.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- fushejiequ_pve/chuanqiang_00 distance=0.00 center=(-175.65, 19.06, -31.52) size=(196.06, 16.55, 138.68) materials=chuanqiang_00 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/chuanqiang_00.mat; shader=Standard; texture=chuanqiang_00@Assets/RecoveredMaps/RadiationDistrict/Texture2D/chuanqiang_00.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- fushejiequ_pve/ground_00 distance=0.00 center=(-175.30, 12.64, -32.10) size=(196.62, 3.63, 194.19) materials=ground_00 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/ground_00.mat; shader=Standard; texture=ground_00@Assets/RecoveredMaps/RadiationDistrict/Texture2D/ground_00.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- fushejiequ_pve/other_03 distance=0.00 center=(-173.85, 32.38, -32.50) size=(125.76, 41.79, 164.25) materials=other_03 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/other_03.mat; shader=Standard; texture=other_03@Assets/RecoveredMaps/RadiationDistrict/Texture2D/other_03.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- fushejiequ_pve/other_04 distance=0.00 center=(-176.86, 19.29, -31.52) size=(89.14, 16.64, 136.16) materials=other_04 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/other_04.mat; shader=Standard; texture=other_04@Assets/RecoveredMaps/RadiationDistrict/Texture2D/other_04.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- fushejiequ_pve/other_06 distance=0.00 center=(-176.01, 16.19, -31.50) size=(107.78, 9.03, 128.29) materials=other_06 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/other_06.mat; shader=Standard; texture=other_06@Assets/RecoveredMaps/RadiationDistrict/Texture2D/other_06.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- fushejiequ_pve/wall_00 distance=0.00 center=(-162.98, 19.87, -38.03) size=(171.57, 19.52, 200.16) materials=wall_00 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/wall_00.mat; shader=Standard; texture=wall_00@Assets/RecoveredMaps/RadiationDistrict/Texture2D/wall_00.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- fushejiequ_pve/wall_02 distance=0.00 center=(-163.66, 30.16, -37.60) size=(219.89, 38.39, 226.99) materials=wall_02 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/wall_02.mat; shader=Standard; texture=wall_02@Assets/RecoveredMaps/RadiationDistrict/Texture2D/wall_02.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- fushejiequ_pve/wall_03 distance=0.00 center=(-183.73, 23.58, -34.22) size=(157.84, 25.23, 215.15) materials=wall_03 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/wall_03.mat; shader=Standard; texture=wall_03@Assets/RecoveredMaps/RadiationDistrict/Texture2D/wall_03.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- fushejiequ_pve/wall_04 distance=0.00 center=(-188.52, 26.50, -18.53) size=(170.18, 31.06, 174.09) materials=wall_04 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/wall_04.mat; shader=Standard; texture=wall_04@Assets/RecoveredMaps/RadiationDistrict/Texture2D/wall_04.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- fushejiequ_pve/wall_05 distance=0.00 center=(-172.69, 23.39, -30.56) size=(162.52, 24.84, 80.89) materials=wall_05 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/wall_05.mat; shader=Standard; texture=wall_05@Assets/RecoveredMaps/RadiationDistrict/Texture2D/wall_05.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- fushejiequ_pve/wall_06 distance=0.00 center=(-175.85, 30.16, -8.05) size=(173.60, 38.39, 174.17) materials=wall_06 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/wall_06.mat; shader=Standard; texture=wall_06@Assets/RecoveredMaps/RadiationDistrict/Texture2D/wall_06.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- fushejiequ_pve/wall_07 distance=0.00 center=(-186.64, 22.99, -60.21) size=(120.10, 24.05, 181.77) materials=wall_07 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/wall_07.mat; shader=Standard; texture=wall_07@Assets/RecoveredMaps/RadiationDistrict/Texture2D/wall_07.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- fushejiequ_pve/wall_08 distance=0.00 center=(-173.62, 30.15, -24.65) size=(199.97, 40.08, 179.75) materials=wall_08 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/wall_08.mat; shader=Standard; texture=wall_08@Assets/RecoveredMaps/RadiationDistrict/Texture2D/wall_08.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- fushejiequ_pve/other_05 distance=0.54 center=(-175.70, 19.30, -32.06) size=(196.19, 13.45, 133.18) materials=other_05 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/other_05.mat; shader=Standard; texture=other_05@Assets/RecoveredMaps/RadiationDistrict/Texture2D/other_05.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- fushejiequ_pve/wall_01 distance=4.34 center=(-169.36, 44.52, -14.63) size=(183.20, 56.29, 179.26) materials=wall_01 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/wall_01.mat; shader=Standard; texture=wall_01@Assets/RecoveredMaps/RadiationDistrict/Texture2D/wall_01.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- fushejiequ_pve/other_00 distance=4.85 center=(-175.47, 17.20, -32.60) size=(27.14, 14.90, 34.73) materials=other_00 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/other_00.mat; shader=Mobile/Unlit (Supports Lightmap); texture=other_00@Assets/RecoveredMaps/RadiationDistrict/Texture2D/other_00.png; color=n/a]
- fushejiequ_pve/other_02 distance=9.07 center=(-112.72, 25.11, -52.27) size=(70.53, 28.61, 92.76) materials=other_02 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/other_02.mat; shader=Standard; texture=other_02@Assets/RecoveredMaps/RadiationDistrict/Texture2D/other_02.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- fushejiequ_pve/other_01 distance=14.59 center=(-166.41, 44.02, -39.99) size=(225.39, 34.79, 277.00) materials=other_01 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/other_01.mat; shader=Standard; texture=other_01@Assets/RecoveredMaps/RadiationDistrict/Texture2D/other_01.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- fushejiequ_pve/____003 distance=25.59 center=(-191.62, 16.47, -28.85) size=(17.96, 11.73, 18.09) materials=other_05_l [asset=Assets/RecoveredMaps/RadiationDistrict/Material/other_05_l.mat; shader=Standard; texture=other_05_l@Assets/RecoveredMaps/RadiationDistrict/Texture2D/other_05_l.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- fushejiequ_pve/____005 distance=26.56 center=(-116.09, 23.90, -39.47) size=(28.83, 22.33, 101.83) materials=____005Mat [asset=Assets/RecoveredMaps/RadiationDistrict/Material/____005Mat.mat; shader=Standard; texture=<none>; color=RGBA(0.800, 0.800, 0.800, 1.000)]
- fushejiequ_pve/____006 distance=59.71 center=(-206.48, 17.21, 17.55) size=(8.15, 11.37, 26.98) materials=____006Mat [asset=Assets/RecoveredMaps/RadiationDistrict/Material/____006Mat.mat; shader=Standard; texture=<none>; color=RGBA(0.800, 0.800, 0.800, 1.000)]
- fushejiequ_pve/____002 distance=87.39 center=(-245.99, 19.46, 6.96) size=(8.31, 13.59, 41.03) materials=____002Mat [asset=Assets/RecoveredMaps/RadiationDistrict/Material/____002Mat.mat; shader=Standard; texture=<none>; color=RGBA(0.800, 0.800, 0.800, 1.000)]
- fushejiequ_pve/____001 distance=96.03 center=(-263.47, 20.70, -2.05) size=(20.90, 10.04, 73.15) materials=____001Mat [asset=Assets/RecoveredMaps/RadiationDistrict/Material/____001Mat.mat; shader=Standard; texture=<none>; color=RGBA(0.800, 0.800, 0.800, 1.000)]
Material groups:
- count=2 other_05_l [asset=Assets/RecoveredMaps/RadiationDistrict/Material/other_05_l.mat; shader=Standard; texture=other_05_l@Assets/RecoveredMaps/RadiationDistrict/Texture2D/other_05_l.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- count=1 ____001Mat [asset=Assets/RecoveredMaps/RadiationDistrict/Material/____001Mat.mat; shader=Standard; texture=<none>; color=RGBA(0.800, 0.800, 0.800, 1.000)]
- count=1 ____002Mat [asset=Assets/RecoveredMaps/RadiationDistrict/Material/____002Mat.mat; shader=Standard; texture=<none>; color=RGBA(0.800, 0.800, 0.800, 1.000)]
- count=1 ____005Mat [asset=Assets/RecoveredMaps/RadiationDistrict/Material/____005Mat.mat; shader=Standard; texture=<none>; color=RGBA(0.800, 0.800, 0.800, 1.000)]
- count=1 ____006Mat [asset=Assets/RecoveredMaps/RadiationDistrict/Material/____006Mat.mat; shader=Standard; texture=<none>; color=RGBA(0.800, 0.800, 0.800, 1.000)]
- count=1 chuanqiang_00 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/chuanqiang_00.mat; shader=Standard; texture=chuanqiang_00@Assets/RecoveredMaps/RadiationDistrict/Texture2D/chuanqiang_00.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- count=1 ground_00 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/ground_00.mat; shader=Standard; texture=ground_00@Assets/RecoveredMaps/RadiationDistrict/Texture2D/ground_00.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- count=1 other_00 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/other_00.mat; shader=Mobile/Unlit (Supports Lightmap); texture=other_00@Assets/RecoveredMaps/RadiationDistrict/Texture2D/other_00.png; color=n/a]
- count=1 other_01 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/other_01.mat; shader=Standard; texture=other_01@Assets/RecoveredMaps/RadiationDistrict/Texture2D/other_01.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- count=1 other_02 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/other_02.mat; shader=Standard; texture=other_02@Assets/RecoveredMaps/RadiationDistrict/Texture2D/other_02.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- count=1 other_03 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/other_03.mat; shader=Standard; texture=other_03@Assets/RecoveredMaps/RadiationDistrict/Texture2D/other_03.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- count=1 other_04 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/other_04.mat; shader=Standard; texture=other_04@Assets/RecoveredMaps/RadiationDistrict/Texture2D/other_04.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- count=1 other_05 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/other_05.mat; shader=Standard; texture=other_05@Assets/RecoveredMaps/RadiationDistrict/Texture2D/other_05.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- count=1 other_06 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/other_06.mat; shader=Standard; texture=other_06@Assets/RecoveredMaps/RadiationDistrict/Texture2D/other_06.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- count=1 wall_00 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/wall_00.mat; shader=Standard; texture=wall_00@Assets/RecoveredMaps/RadiationDistrict/Texture2D/wall_00.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- count=1 wall_01 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/wall_01.mat; shader=Standard; texture=wall_01@Assets/RecoveredMaps/RadiationDistrict/Texture2D/wall_01.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- count=1 wall_02 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/wall_02.mat; shader=Standard; texture=wall_02@Assets/RecoveredMaps/RadiationDistrict/Texture2D/wall_02.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- count=1 wall_03 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/wall_03.mat; shader=Standard; texture=wall_03@Assets/RecoveredMaps/RadiationDistrict/Texture2D/wall_03.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- count=1 wall_04 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/wall_04.mat; shader=Standard; texture=wall_04@Assets/RecoveredMaps/RadiationDistrict/Texture2D/wall_04.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- count=1 wall_05 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/wall_05.mat; shader=Standard; texture=wall_05@Assets/RecoveredMaps/RadiationDistrict/Texture2D/wall_05.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- count=1 wall_06 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/wall_06.mat; shader=Standard; texture=wall_06@Assets/RecoveredMaps/RadiationDistrict/Texture2D/wall_06.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- count=1 wall_07 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/wall_07.mat; shader=Standard; texture=wall_07@Assets/RecoveredMaps/RadiationDistrict/Texture2D/wall_07.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]
- count=1 wall_08 [asset=Assets/RecoveredMaps/RadiationDistrict/Material/wall_08.mat; shader=Standard; texture=wall_08@Assets/RecoveredMaps/RadiationDistrict/Texture2D/wall_08.png; color=RGBA(1.000, 1.000, 1.000, 1.000)]

